_created_at_rank,_sample_seed,_stratum_key,agent,approved_review_count,body,bot_review_count,change_complexity_bin,changes_requested_review_count,closed_at,commented_review_count,commit_count,created_at,created_period,file_count,first_approval_at,first_human_review_at,forks,full_name,html_url,human_review_count,id,language,merged,merged_at,number,population_case_type,pr_id,repo_id,repo_popularity_bin,repo_url,review_count,stars,state,task_confidence,task_type,title,total_changes,unique_commit_authors_count,unique_reviewers_count,user,user_id
3475,20260510,Copilot,Copilot,0,"This PR adds a new configuration setting `gistpad.gists.dateFormat` that allows users to customize how created and updated dates are displayed in gist tooltips.

## Changes Made

- **New Setting**: Added `gistpad.gists.dateFormat` configuration property with default value `""calendar""`
- **Enhanced Tooltip Logic**: Modified `GistNode.getTooltip()` to use the configurable date format instead of hardcoded `moment().calendar()`
- **Documentation**: Updated README.md with clear examples and usage instructions
- **Type Safety**: Added proper TypeScript type definition in `src/config.ts`

## Usage

Users can now customize date display in gist tooltips by setting:

```json
{
  ""gistpad.gists.dateFormat"": ""MMM Do, YYYY [at] LT""
}
```

This would change tooltip dates from:
```
Updated: Last Monday at 2:30 PM
Created: Last Tuesday at 10:15 AM
```

To:
```
Updated: Nov 1st, 2023 at 2:30 PM  
Created: Oct 31st, 2023 at 10:15 AM
```

## Backward Compatibility

The default value `""calendar""` maintains existing behavior, so users will see no changes unless they explicitly configure a custom format.

## Implementation Details

- Uses moment.js format strings for consistency with other date settings in the extension
- Follows the same pattern as existing `dailyNotes.fileFormat` and `wikis.daily.titleFormat` settings
- Minimal, surgical changes focused only on the tooltip generation logic

Fixes #258.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",0,high,0,2025-07-07T15:27:58Z,0,3,2025-06-12T02:08:36Z,middle,5,NaT,NaT,72,lostintangent/gistpad,https://github.com/lostintangent/gistpad/pull/397,0,3138551256,TypeScript,false,,397,rejected,3138551256,223700078,medium,https://api.github.com/repos/lostintangent/gistpad,0,1009,closed,9,feat,Add configurable date format setting for gist tooltips,22.0,1,0,Copilot,198982749
3563,20260510,Copilot,Copilot,0,"Currently, the language service defaults notebooks to the workspace configuration target profile, which can cause incorrect errors when the workspace is set to a restrictive profile like ""base"". This creates a mismatch with the Python runtime behavior where notebooks should use unrestricted operations by default.

- [x] Identify the issue with notebook target profile defaulting to workspace settings
- [x] Move default logic to VS Code layer instead of Rust layer (based on code review feedback)
- [x] Implement solution in `getQSharpConfigMetadata()` to return `{ targetProfile: ""unrestricted"" }` by default
- [x] Add VS Code integration test to verify notebooks default to unrestricted profile
- [x] Verify all existing tests continue to pass
- [x] Update PR description to reflect final implementation approach

## Problem

When a user sets their workspace target profile to ""base"" and opens a Jupyter notebook with Q# code that uses unrestricted operations (like measurement results in conditionals), the language service incorrectly shows errors:

```qsharp
%%qsharp

operation Foo() : Unit {
    use q = Qubit();
    H(q);
    if (M(q) == One) {  // Error: ""cannot use a dynamic bool value""
        Reset(q);
    } else {
        X(q);
    }
}
```

## Solution

Modified the VS Code notebook configuration logic to default to `""unrestricted""` target profile when no explicit configuration is provided via `qsharp.init()`, rather than falling back to the workspace configuration.

## Changes

- Updated `getQSharpConfigMetadata()` in `vscode/src/language-service/notebook.ts` to return `{ targetProfile: ""unrestricted"" }` when no Q# config metadata is found
- Added VS Code integration test `notebook.test.ts` to verify notebooks default to unrestricted profile behavior
- Created test notebook `test-unrestricted-default.ipynb` that contains unrestricted operations without explicit configuration

## Testing

- Added integration test `""Notebook defaults to unrestricted target profile""` to verify the fix
- Test ensures no target profile related diagnostics appear for unrestricted operations in notebooks without explicit configuration
- All existing tests continue to pass

This ensures notebooks behave consistently with Python runtime behavior while still allowing explicit target profile configuration when needed via `qsharp.init()`.

Fixes #2525.",2,high,0,2025-06-13T00:30:41Z,4,7,2025-06-12T22:02:40Z,middle,37,NaT,2025-06-12 22:23:20+00:00,134,microsoft/qsharp,https://github.com/microsoft/qsharp/pull/2526,2,3141665913,Rust,false,,2526,rejected,3141665913,593773927,medium,https://api.github.com/repos/microsoft/qsharp,4,739,closed,10,fix,Fix notebook target profile to default to Unrestricted instead of workspace setting,3872.0,2,2,Copilot,198982749
3567,20260510,Copilot,Copilot,0,"This PR significantly reduces the malicious package by removing functionality not needed by celestia-node, which only uses the `NewConstructor` function.

## Changes Made

**Removed files (531 lines):**
- `app.go` - Malicious app wrapper functionality
- `test_app.go` - Test app setup and configuration  
- `out_of_order_builder.go` - Malicious square building logic
- `out_of_order_prepare.go` - Malicious prepare proposal implementation
- `app_test.go` - Comprehensive malicious behavior tests
- `ExtendShares` function from `tree.go` - Not needed for NewConstructor

**Kept files (420 lines):**
- `tree.go` - Core `NewConstructor` function, constructor struct, `NewTree` method, and `BlindTree` type
- `hasher.go` - Complete `NmtHasher` implementation required by `NewTree`
- `constructor_test.go` - Focused tests for `NewConstructor` functionality

## Impact

The package now contains only the minimal functionality needed for celestia-node to use the `NewConstructor` function:

```go
// NewConstructor creates a tree constructor function as required by rsmt2d to
// calculate the data root. It creates that tree using a malicious version of
// the wrapper.ErasuredNamespacedMerkleTree.
func NewConstructor(squareSize uint64, opts ...nmt.Option) rsmt2d.TreeConstructorFn {
	return constructor{
		squareSize: squareSize,
		opts:       opts,
	}.NewTree
}
```

This reduces the malicious package by ~56% while maintaining full compatibility with existing usage patterns.

## Testing

- Added comprehensive tests for `NewConstructor` functionality
- Verified compatibility with standard wrapper constructor interface
- All existing tests continue to pass
- Build and linting checks pass

Fixes #4990.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",1,high,0,2025-06-23T04:57:39Z,3,5,2025-06-13T00:07:59Z,middle,7,NaT,2025-06-13 00:37:39+00:00,438,celestiaorg/celestia-app,https://github.com/celestiaorg/celestia-app/pull/4991,2,3141839638,Go,false,,4991,rejected,3141839638,327696712,medium,https://api.github.com/repos/celestiaorg/celestia-app,3,393,closed,10,chore,chore: clean up malicious package to keep only NewConstructor functionality,1137.0,1,2,Copilot,198982749
3669,20260510,Copilot,Copilot,0,"The `getAbsoluteSrc` function was incorrectly handling absolute URLs when a global `window` property exists (common in SSR setups). It would attempt to combine already-absolute URLs with `window.origin`, causing ""Failed to construct 'URL': Invalid URL"" errors.

## Problem
When using `<Audio>` component with fully qualified URLs (as suggested in docs):

```tsx
<Audio src=""http://cdn.example.com/audio.mp3"" />
```

If a global `window` property exists, the function would try:
```javascript
new URL(""http://cdn.example.com/audio.mp3"", window.origin) // ❌ Throws error
```

## Solution
Added proper URL validation to detect absolute URLs before applying `window.origin` logic:

```javascript
const isAbsoluteUrl = (url: string): boolean => {
  return (
    url.startsWith('http://') ||
    url.startsWith('https://') ||
    url.startsWith('data:') ||
    url.startsWith('blob:') ||
    url.startsWith('file:')
  );
};

export const getAbsoluteSrc = (relativeSrc: string) => {
  // If already absolute, return normalized URL
  if (isAbsoluteUrl(relativeSrc)) {
    return new URL(relativeSrc).href;
  }
  
  // Server-side: return as-is
  if (typeof window === 'undefined') {
    return relativeSrc;
  }
  
  // Client-side relative: combine with window.origin
  return new URL(relativeSrc, window.origin).href;
};
```

## Changes
- Added `isAbsoluteUrl()` helper function supporting common URL schemes
- Modified `getAbsoluteSrc()` to check URL absoluteness before applying window logic
- Enhanced test coverage with additional absolute URL test cases
- Maintained full backward compatibility

## Test Results
✅ `http://localhost:8080` → `http://localhost:8080/` (absolute, normalized)  
✅ `/relative-path` → `http://localhost:3000/relative-path` (relative, combined)  
✅ `data:base64,abc` → `data:base64,abc` (data URL, preserved)  
✅ `https://example.com/file.jpg` → `https://example.com/file.jpg` (https, preserved)  

Fixes #5359.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `www.remotion.pro`
>   - Triggering command: `node /home/REDACTED/.local/share/pnpm/.tools/pnpm/8.10.2/bin/pnpm install ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>



<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",0,high,0,2025-06-15T06:53:02Z,0,3,2025-06-15T06:23:34Z,middle,3,NaT,NaT,1251,remotion-dev/remotion,https://github.com/remotion-dev/remotion/pull/5364,0,3147158866,TypeScript,false,,5364,rejected,3147158866,274495425,high,https://api.github.com/repos/remotion-dev/remotion,0,23319,closed,10,fix,Fix getAbsoluteSrc to properly handle absolute URLs when window exists,283.0,1,0,Copilot,198982749
3713,20260510,Copilot,Copilot,0,"Update .github/copilot-instructions.md to enforce pull request template compliance

## Plan

- [x] Analyze current copilot-instructions.md file and PR template structure
- [x] Understand the repository's label system and release note categories
- [x] Verify clean repository state and pre-commit setup
- [ ] Add new ""Pull Request Template Compliance"" section to copilot-instructions.md
- [ ] Include instructions for following PR template structure 
- [ ] Add guidance for filling out mandatory sections (Related Issues/PRs, changes, testing, documentation)
- [ ] Provide guidelines for selecting appropriate component/area/language/integration labels
- [ ] Include release note classification guidance
- [ ] Add best practices for linking related issues/PRs
- [ ] Run pre-commit to ensure formatting compliance
- [ ] Verify the changes are minimal and focused

## Expected Benefits
- Consistency: All PRs will follow the same format and include required information
- Maintainer efficiency: Reviewers won't need to ask for missing information
- Better tracking: Proper categorization will improve release note generation
- Quality assurance: Ensures testing and documentation considerations are addressed

Fixes #16269.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",0,low,0,2025-06-16T03:47:12Z,0,1,2025-06-16T03:41:10Z,middle,0,NaT,NaT,4716,mlflow/mlflow,https://github.com/mlflow/mlflow/pull/16270,0,3148436473,Python,false,,16270,rejected,3148436473,136202695,high,https://api.github.com/repos/mlflow/mlflow,0,21402,closed,9,docs,[WIP] Update .github/copilot-instructions.md to enforce pull request template compliance,0.0,1,0,Copilot,198982749
3741,20260510,Copilot,Copilot,0,"This PR introduces a comprehensive e-graph (equality graph) based pattern matching system that provides significant improvements over traditional tree-based pattern matching for ONNX rewriting.

## Problem

The current pattern matching approach has several limitations:

1. **Pattern explosion**: Commutative operations like `Add(a,b)` and `Add(b,a)` require separate pattern rules, leading to exponential growth (2^n rules for n commutative operations)
2. **Order dependency**: Pattern matching success depends on the specific order of operations in the graph
3. **Manual commutation**: Requires explicit `commute=True` parameter and generates multiple pattern variations internally
4. **Inefficiency**: Must check every node individually rather than leveraging structural equivalences

## Solution

E-graphs solve these problems by representing equivalent expressions in equivalence classes:

```python
# Traditional approach - needs 4 separate rules
def pattern1(op, x, y, z):
    sum_result = op.Add(x, y)
    return op.Mul(sum_result, z)

def pattern2(op, x, y, z):  
    sum_result = op.Add(y, x)  # Swapped Add
    return op.Mul(sum_result, z)

def pattern3(op, x, y, z):
    sum_result = op.Add(x, y)
    return op.Mul(z, sum_result)  # Swapped Mul

def pattern4(op, x, y, z):
    sum_result = op.Add(y, x)  # Both swapped
    return op.Mul(z, sum_result)

# E-graph approach - only 1 rule needed!
def egraph_pattern(op, x, y, z):
    sum_result = op.Add(x, y)  # Automatically handles Add(y,x) too
    return op.Mul(sum_result, z)  # Automatically handles Mul(z, sum_result) too
```

## Key Features

**Core E-graph Infrastructure:**
- `ENode`: Immutable operation nodes with e-class children
- `EClass`: Equivalence classes with union-find operations  
- `EGraph`: Container with hash consing and automatic merging
- Commutative rule application for Add/Mul operations

**Pattern Matching:**
- `EGraphPatternMatcher`: E-graph based pattern matcher
- Integration with existing `RewriteRule` infrastructure
- Order-independent matching without manual commutation
- Efficient matching on equivalence classes vs individual nodes

**ONNX Integration:**
- `build_egraph_from_ir()`: Convert ONNX IR graphs to e-graphs
- Automatic merging of equivalent expressions during construction

## Benefits Demonstrated

**Dramatic Pattern Reduction:**

| Commutative Ops | Traditional Rules | E-Graph Rules | Reduction Factor |
|-----------------|-------------------|---------------|------------------|
| 1               | 2                 | 1             | 2x               |
| 3               | 8                 | 1             | 8x               |
| 5               | 32                | 1             | 32x              |
| 7               | 128               | 1             | 128x             |

**Real Example:**
```python
# Original graph with equivalent expressions in different orders
Add(a, b) -> Mul(result, c)
Add(b, a) -> Mul(c, result)  # Equivalent but different order

# E-graph automatically groups these:
# - 2 Add operations → 1 equivalence class
# - 2 Mul operations → 1 equivalence class  
# - Pattern matching checks 1 e-class instead of 2 nodes each
```

## Files Added

- `onnxscript/rewriter/egraph.py` - Core e-graph data structures
- `onnxscript/rewriter/egraph_pattern.py` - E-graph pattern matcher
- `onnxscript/rewriter/egraph_examples.py` - Usage examples and demos
- `onnxscript/rewriter/egraph_test.py` - Comprehensive unit tests
- `onnxscript/rewriter/egraph_integration_test.py` - Integration tests
- `docs/tutorial/rewriter/egraph_pattern_matching.md` - User documentation

## Usage

```python
from onnxscript.rewriter import egraph, egraph_pattern

# Build e-graph from ONNX model
model_ir = ir.serde.deserialize_model(onnx_model)
graph_egraph, value_to_eclass = egraph.build_egraph_from_ir(model_ir.graph)

# Equivalent expressions are automatically grouped
print(f""Original: {len(list(model_ir.graph))} nodes"")
print(f""E-graph: {len(graph_egraph.eclasses)} equivalence classes"")

# Use with existing pattern infrastructure
matcher = egraph_pattern.EGraphPatternMatcher(pattern)
```

## Testing

- **10+ comprehensive unit tests** covering all e-graph functionality
- **Integration tests** demonstrating benefits with existing infrastructure  
- **Runnable examples** showing real-world usage patterns
- **All existing tests pass** - maintains full backward compatibility

This implementation provides a foundation for more advanced pattern matching while maintaining compatibility with existing rewriter infrastructure.

Fixes #2394.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",0,high,0,2025-07-18T22:59:33Z,0,3,2025-06-16T14:02:49Z,middle,7,NaT,NaT,72,microsoft/onnxscript,https://github.com/microsoft/onnxscript/pull/2395,0,3150152410,Python,false,,2395,rejected,3150152410,464577591,medium,https://api.github.com/repos/microsoft/onnxscript,0,369,closed,10,feat,Implement E-graph based pattern matching for efficient and robust rewriting,1457.0,1,0,Copilot,198982749
3917,20260510,Copilot,Copilot,0,"The GUI was displaying inconsistent manifest data compared to what query selectors use for filtering. Query attribute selectors (like `[name=...]`) use the corrected `node.manifest` (virtual manifest from registry), but the GUI ""Manifest"" tab was displaying `node.rawManifest` (original package.json contents).

This inconsistency was especially confusing when packages had ""manifest confusion"" - where the registry manifest differs from the package.json due to npm's manifest processing or malicious packages exploiting these differences.

## Changes

- Changed manifest display priority in `TabsManifestContent` from `rawManifest ?? manifest` to `manifest ?? rawManifest`
- Added test case to verify the component correctly prioritizes corrected manifest over raw manifest when both exist
- Updated snapshots to reflect the new behavior

## Result

The GUI now displays the same corrected manifest data that query selectors use for filtering, ensuring consistency between CLI query results and GUI display.

Before:
```typescript
const finalManifest = rawManifest ?? manifest  // Showed package.json
```

After:
```typescript
const finalManifest = manifest ?? rawManifest  // Shows corrected manifest
```

Fixes #789.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `telemetry.astro.build`
>   - Triggering command: `node /home/REDACTED/work/vltpkg/vltpkg/www/docs/node_modules/.bin/../astro/astro.js sync ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>



<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",0,medium,0,2025-06-17T23:01:51Z,0,2,2025-06-17T21:30:35Z,middle,3,NaT,NaT,17,vltpkg/vltpkg,https://github.com/vltpkg/vltpkg/pull/878,0,3154817840,TypeScript,false,,878,rejected,3154817840,780660899,medium,https://api.github.com/repos/vltpkg/vltpkg,0,414,closed,10,fix,Fix GUI manifest display to prioritize corrected manifest over raw package.json,63.0,1,0,Copilot,198982749
4081,20260510,Copilot,Copilot,0,"This PR adds a complete C# console application that demonstrates the **Retrieval Augmented Generation (RAG)** pattern using Azure services. The application showcases how to build an AI-powered question-answering system that grounds responses in your own documents.

## Features

The new console application (`samples/csharp_dotnetcore/90.rag-console-app`) implements:

1. **Document Upload**: Upload text files to Azure Blob Storage
2. **Document Indexing**: Index content in Azure AI Search for fast retrieval  
3. **Interactive Console**: Ask questions through a simple console interface
4. **Context Retrieval**: Retrieve relevant document chunks from Azure AI Search
5. **AI-Generated Answers**: Use Azure OpenAI to generate answers based on retrieved context
6. **Configuration Management**: Easy configuration for all Azure services

## Architecture

```
┌─────────────────┐    ┌──────────────────┐    ┌─────────────────┐
│   Document      │    │   Azure AI       │    │   Azure OpenAI  │
│   Upload        │───▶│   Search         │───▶│   Answer        │
│   (Blob Storage)│    │   (Indexing)     │    │   Generation    │
└─────────────────┘    └──────────────────┘    └─────────────────┘
```

- **Configuration**: Strongly-typed config classes for Azure services
- **Services**: Modular design with separate services for Blob Storage, AI Search, and OpenAI
- **Models**: Clean data models for search documents
- **Program**: Interactive console with command handling

## Example Usage

After configuring Azure services in `appsettings.json`:

```bash
cd samples/csharp_dotnetcore/90.rag-console-app
dotnet run
```

```
=== RAG (Retrieval Augmented Generation) Console Application ===

RAG system is ready! You can now ask questions.

You: What is Azure Blob Storage?
Searching for relevant documents...
Found 1 relevant document(s). Generating answer...
Assistant: Azure Blob Storage is a service for storing large amounts of 
unstructured object data, such as text or binary data, that can be 
accessed from anywhere in the world via HTTP or HTTPS...

You: upload mydocument.txt
Assistant: Document 'mydocument.txt' successfully uploaded and indexed.

You: exit
Goodbye!
```

## Technology Stack

- **Azure SDK**: Uses modern Azure SDK packages
  - `Azure.Storage.Blobs` v12.21.2
  - `Azure.Search.Documents` v11.6.0
  - `Azure.AI.OpenAI` v1.0.0-beta.17
- **.NET 8.0**: Latest LTS framework
- **Configuration**: Microsoft.Extensions.Configuration for settings management

## Sample Content

Includes a sample document (`sample-document.txt`) with information about Azure services and the RAG pattern to demonstrate the functionality immediately after setup.

## Benefits

- **Complete RAG Implementation**: Full end-to-end example of the RAG pattern
- **Production-Ready**: Proper error handling, configuration validation, and logging
- **Educational**: Clear separation of concerns and comprehensive documentation
- **Extensible**: Easy to modify for different document types or AI models

This sample provides developers with a solid foundation for building RAG applications using Azure services, demonstrating best practices for document ingestion, search, and AI-powered response generation.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",0,medium,0,2025-07-18T16:28:39Z,0,2,2025-06-19T19:30:12Z,middle,11,NaT,NaT,4891,microsoft/BotBuilder-Samples,https://github.com/microsoft/BotBuilder-Samples/pull/4052,0,3161179390,HTML,false,,4052,rejected,3161179390,68730444,high,https://api.github.com/repos/microsoft/BotBuilder-Samples,0,4478,closed,10,feat,Add RAG Console Application demonstrating Azure AI integration,775.0,1,0,Copilot,198982749
4147,20260510,Copilot,Copilot,0,"## Problem

The Scorm2004API and Scorm12API classes had a TypeScript compilation error when used in projects with strict type checking enabled. The issue was a type mismatch between the interface declaration and implementation:

- `IBaseAPI` interface declares: `getCMIValue(CMIElement: string): string`
- `Scorm2004API` and `Scorm12API` implemented: `getCMIValue(CMIElement: string): any`

This violated TypeScript's type safety rules and prevented compilation in strict mode.

## Root Cause

The `getCMIValue` implementations were returning the raw result from `_commonGetCMIValue()`, which returns `any` since it can return various types (strings, numbers, booleans, objects). However, according to the SCORM specification, the `GetValue` method should always return a string representation.

## Solution

Modified both API implementations to properly convert internal values to strings:

```typescript
// Before
override getCMIValue(CMIElement: string): any {
  return this._commonGetCMIValue(""GetValue"", true, CMIElement);
}

// After  
override getCMIValue(CMIElement: string): string {
  const value = this._commonGetCMIValue(""GetValue"", true, CMIElement);
  return value === undefined ? """" : String(value);
}
```

## Changes Made

1. **Fixed `Scorm2004API.getCMIValue`** - Now returns `string` with proper type conversion
2. **Fixed `Scorm12API.getCMIValue`** - Now returns `string` with proper type conversion  
3. **Updated AICC test** - Fixed a test that was incorrectly testing internal implementation details
4. **Added type safety test** - Verifies the fix works correctly and maintains type safety

## Testing

- All existing tests pass (3632 tests)
- TypeScript compilation succeeds with strict type checking
- Added new test to verify type safety and string conversion behavior
- Build and lint checks pass

This change ensures the API implementations correctly follow the SCORM specification (GetValue returns strings) while maintaining full TypeScript type safety.

Fixes #1027.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",0,high,0,2025-06-20T18:00:51Z,0,30,2025-06-20T17:52:16Z,middle,201,NaT,NaT,63,jcputney/scorm-again,https://github.com/jcputney/scorm-again/pull/1040,0,3164019328,TypeScript,false,,1040,rejected,3164019328,220823889,low,https://api.github.com/repos/jcputney/scorm-again,0,271,closed,10,fix,Fix TypeScript compilation error: getCMIValue return type mismatch,166190.0,1,0,Copilot,198982749
4167,20260510,Copilot,Copilot,0,"## Problem

The `TextChunker.SplitPlainTextLines` method does not split text on newlines when the total token count is less than `maxTokensPerLine`. This is counterintuitive given the method name implies line-based splitting.

```csharp
// This should split into 3 lines but currently returns 1 line
var result = TextChunker.SplitPlainTextLines(""First line\nSecond line\nThird line"", 100);
// Expected: [""First line"", ""Second line"", ""Third line""]
// Actual: [""First line\nSecond line\nThird line""]
```

## Root Cause

The current splitting logic in `InternalSplitLines` only attempts to split text when the token count exceeds `maxTokensPerLine`. If the entire input has fewer tokens than the limit, no splitting occurs at all, even when newlines are present.

## Solution

Modified `SplitPlainTextLines` to:
1. **Always split on newlines first** when text contains newlines (`\n`, `\r`, or `\r\n`) and total token count is within limits
2. **Preserve hierarchical splitting** for long text without newlines or when token limits are exceeded
3. **Maintain backward compatibility** with existing paragraph splitting functionality

## Changes

- Enhanced `SplitPlainTextLines` method with newline-first logic
- Added comprehensive tests covering various line ending formats (`\n`, `\r\n`, `\r`)
- Ensured all existing functionality remains intact

## Test Results

```csharp
[Theory]
[InlineData(""First line\r\nSecond line\r\nThird line"")]
[InlineData(""First line\nSecond line\nThird line"")]
public void ActuallySplitsOnNewLines(string input)
{
    var result = TextChunker.SplitPlainTextLines(input, 100);
    var expected = new[] { ""First line"", ""Second line"", ""Third line"" };
    Assert.Equal(expected, result); // ✅ Now passes
}
```

- ✅ All 38 existing TextChunker tests pass
- ✅ New functionality works with mixed line endings
- ✅ Hierarchical splitting preserved for long text
- ✅ Paragraph splitting behavior unchanged

## Backward Compatibility

This fix maintains full backward compatibility:
- All existing tests pass without modification
- Token-based splitting still works for text exceeding limits
- Paragraph splitting functionality preserved
- Custom token counter support maintained

The change is minimal and surgical, addressing only the specific issue while preserving all existing functionality.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",0,high,0,2025-06-24T10:36:38Z,0,4,2025-06-20T23:15:29Z,middle,3,NaT,NaT,4094,microsoft/semantic-kernel,https://github.com/microsoft/semantic-kernel/pull/12557,0,3164528420,C#,false,,12557,rejected,3164528420,607289185,high,https://api.github.com/repos/microsoft/semantic-kernel,0,25612,closed,10,fix,Fix TextChunker.SplitPlainTextLines to properly split on newlines regardless of token count,105.0,1,0,Copilot,198982749
4507,20260510,Copilot,Copilot,0,"## Problem

Empty Entry controls inside SfTextInputLayout could not be focused using Tab key navigation on MacCatalyst, violating accessibility guidelines from [WWDC 2021](https://developer.apple.com/videos/play/wwdc2021/10260/) and creating inconsistent user experience.

**Reproduction:**
```xml
<textInputLayout:SfTextInputLayout Hint=""Entry inside SfTextInputLayout"">
    <Entry />  <!-- Cannot be focused with Tab when empty -->
</textInputLayout:SfTextInputLayout>

<Entry Placeholder=""Entry outside SfTextInputLayout"" />  <!-- Works correctly -->
```

## Root Cause

The `ConfigureIOSTextField` method was not setting required accessibility properties for the underlying UITextField, causing empty text fields to be excluded from the accessibility tree and keyboard navigation.

## Solution

Added minimal accessibility configuration to ensure UITextField participates in Tab navigation:

```c#
// Configure accessibility for Tab navigation support
iOSEntry.IsAccessibilityElement = true;
iOSEntry.AccessibilityTraits = UIKit.UIAccessibilityTrait.Updatable;
```

- **IsAccessibilityElement = true**: Ensures UITextField participates in accessibility navigation
- **AccessibilityTraits = UIAccessibilityTrait.Updatable**: Indicates field is editable/updatable

## Impact

✅ Empty Entry inside SfTextInputLayout becomes Tab-navigable on MacCatalyst  
✅ Maintains existing functionality for entries with content  
✅ No impact on other platforms or components  
✅ Follows iOS accessibility best practices  
✅ Minimal change (only 2 lines added)  

**Testing:**
- Tab navigation now works for empty entries in SfTextInputLayout
- Shift+Tab reverse navigation works correctly
- No regression in existing functionality

Fixes #178.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",0,high,1,2025-07-10T08:25:50Z,0,3,2025-06-25T13:13:47Z,middle,1,NaT,2025-06-26 03:31:24+00:00,86,syncfusion/maui-toolkit,https://github.com/syncfusion/maui-toolkit/pull/207,1,3175607758,C#,false,,207,rejected,3175607758,867014724,medium,https://api.github.com/repos/syncfusion/maui-toolkit,1,550,closed,10,fix,Fix Tab navigation for empty Entry in SfTextInputLayout on MacCatalyst,7.0,1,1,Copilot,198982749
