_created_at_rank,_sample_seed,_stratum_key,agent,approved_review_count,body,bot_comment_count,bot_pr_comment_count,bot_review_comment_count,bot_review_count,change_complexity_bin,changes_requested_review_count,closed_at,commented_review_count,commit_count,created_at,created_period,first_approval_at,first_human_review_at,forks,full_name,html_url,human_comment_count,human_pr_comment_count,human_review_comment_count,human_review_count,id,language,merged,merged_at,number,population_case_type,pr_comment_count,pr_id,repo_id,repo_popularity_bin,repo_url,review_comment_count,review_count,stars,state,task_confidence,task_type,title,unique_commit_authors_count,unique_reviewers_count,user,user_id
1413,20260510,Copilot,Copilot,1,"This PR updates the shadow CSS transformer to strictly adhere to the W3C Design Tokens Community Group specification for shadow tokens.

## Changes Made

### 1. TypeScript Type Definition Update
- Changed `inset: boolean` to `inset?: boolean` in the `TokenShadow` type to properly reflect that the `inset` property is optional per the W3C specification

### 2. Comprehensive Test Coverage
Added 5 new test cases that cover the complete W3C specification:

- **W3C single shadow example**: Tests the basic shadow format with all required properties
- **W3C layered shadow example**: Tests the 3-layer shadow example from the specification
- **W3C inner shadow example**: Tests shadows with `inset: true`
- **Missing inset property**: Ensures shadows without the `inset` property default to `false`
- **Explicit inset false**: Verifies shadows with `inset: false` work correctly

## W3C Specification Compliance

The transformer now fully supports the W3C shadow token specification:

- **Required properties**: `color`, `offsetX`, `offsetY`, `blur`, `spread`
- **Optional property**: `inset` (defaults to `false`)
- **Single shadows**: Individual shadow objects
- **Layered shadows**: Arrays of shadow objects for complex shadow effects

## Example Usage

```js
// Single shadow (W3C spec example)
{
  ""shadow-token"": {
    ""$type"": ""shadow"",
    ""$value"": {
      ""color"": ""#00000080"",
      ""offsetX"": ""0.5rem"",
      ""offsetY"": ""0.5rem"",
      ""blur"": ""1.5rem"",
      ""spread"": ""0rem""
    }
  }
}
// Output: ""0.5rem 0.5rem 1.5rem 0rem #00000080""

// Layered shadow (W3C spec example)
{
  ""layered-shadow"": {
    ""$type"": ""shadow"",
    ""$value"": [
      {
        ""color"": ""#00000005"",
        ""offsetX"": ""0px"",
        ""offsetY"": ""24px"",
        ""blur"": ""22px"",
        ""spread"": ""0px""
      },
      {
        ""color"": ""#0000000a"",
        ""offsetX"": ""0px"",
        ""offsetY"": ""42.9px"",
        ""blur"": ""44px"",
        ""spread"": ""0px""
      }
    ]
  }
}
// Output: ""0px 24px 22px 0px #00000005, 0px 42.9px 44px 0px #0000000a""
```

All 131 tests pass, ensuring backward compatibility while adding full W3C compliance.

Fixes #107.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `api.github.com`
>   - Triggering command: `curl -s REDACTED ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>
",1,1,0,0,low,0,2025-06-10T19:06:55Z,0,3,2025-06-10T18:38:16Z,middle,2025-06-10 19:01:17+00:00,2025-06-10 19:01:17+00:00,20,lukasoppermann/style-dictionary-utils,https://github.com/lukasoppermann/style-dictionary-utils/pull/114,1,1,0,1,3134530187,TypeScript,true,2025-06-10T19:06:55Z,114,merged_after_rework,2,3134530187,541735786,low,https://api.github.com/repos/lukasoppermann/style-dictionary-utils,0,1,198,closed,9,test,Align layered shadows with W3C standard,1,1,Copilot,198982749
1427,20260510,Copilot,Copilot,2,"When pressing the down arrow key while the cursor is in the middle of the last line in the last notebook cell, the cursor should move to the end of that line. Previously, the notebook navigation action would intercept the key press and do nothing, preventing normal editor behavior.

## Root Cause
The issue was in the `FocusNextCellAction` where:
1. Cursor boundary detection considers any position on the last line as 'bottom' boundary
2. This triggers the notebook navigation action even when cursor is in the middle of the line
3. The action would simply return without doing anything when in the last cell

## Solution
Modified `FocusNextCellAction.runWithContext` to:
- Check if the cursor is at the very last position (bottom-right corner) of the last cell
- If not at the last position, execute the normal `cursorDown` editor command
- If already at the last position, do nothing (preserving existing behavior)

## Example
```typescript
// Before: Down arrow in middle of last line does nothing
cell: ""var x = 42;""
cursor position: middle of line (column 5)
down arrow → no movement ❌

// After: Down arrow moves cursor to end of line  
cell: ""var x = 42;""
cursor position: middle of line (column 5)
down arrow → cursor moves to end (column 11) ✅
```

The fix preserves all existing cell navigation behavior while enabling proper cursor movement within the last cell.

Fixes #216172.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `electronjs.org`
>   - Triggering command: `node-gyp                                                                           ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>
",2,1,1,1,medium,0,2025-06-12T22:47:30Z,2,6,2025-06-10T21:52:15Z,middle,2025-06-12 21:54:24+00:00,2025-06-10 22:16:38+00:00,34064,microsoft/vscode,https://github.com/microsoft/vscode/pull/251156,2,1,1,4,3134926821,TypeScript,true,2025-06-12T22:47:30Z,251156,merged_after_rework,2,3134926821,41881900,high,https://api.github.com/repos/microsoft/vscode,2,5,175171,closed,10,fix,Fix down arrow navigation in last notebook cell to move cursor to end of line,2,4,Copilot,198982749
1466,20260510,Copilot,Copilot,1,"This PR implements support for the updated `$dimension` and `$duration` token formats introduced in design tokens specification [PR #244](https://github.com/design-tokens/community-group/pull/244).

Fixes #98

## Changes

The specification changed dimension and duration tokens from string values to object values:

**Old format:**
```json
{
  ""$type"": ""dimension"",
  ""$value"": ""2rem""
}
```

**New format:**
```json
{
  ""$type"": ""dimension"", 
  ""$value"": {
    ""value"": 2,
    ""unit"": ""rem""
  }
}
```

## Implementation

### New Utility Functions
- Added `src/utilities/dimensionUtils.ts` with comprehensive utilities to handle both formats
- Functions for parsing, extracting values/units, and format detection
- Deprecation warning system for old string format usage

### Updated Transformers
All dimension transformers now support both formats:
- `dimension/pixelToRem` 
- `dimension/remToPixel`
- `dimension/pixelUnitless`

### Backward Compatibility
- ✅ Existing tokens continue to work unchanged
- ✅ Old string format shows deprecation warnings encouraging migration
- ✅ New object format works without warnings
- ✅ All existing functionality preserved

### Example Usage

```javascript
// Old format (works but shows deprecation warning)
const oldToken = {
  name: 'spacing.large',
  $type: 'dimension',
  $value: '32px'
}

// New format (recommended)
const newToken = {
  name: 'spacing.medium', 
  $type: 'dimension',
  $value: {value: 24, unit: 'px'}
}

// Both work with existing transformers
dimensionPixelToRem.transform(oldToken)  // ""2rem"" + deprecation warning
dimensionPixelToRem.transform(newToken)  // ""1.5rem"" (no warning)
```

### Test Coverage
- 16 new tests for utility functions
- Enhanced existing transformer tests to cover both formats
- Tests verify deprecation warnings work correctly
- Updated filter tests to validate both formats

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",8,4,4,4,high,0,2025-06-13T20:49:39Z,8,14,2025-06-11T17:50:18Z,middle,2025-06-11 17:51:11+00:00,2025-06-11 17:51:11+00:00,20,lukasoppermann/style-dictionary-utils,https://github.com/lukasoppermann/style-dictionary-utils/pull/116,8,4,4,5,3137658330,TypeScript,true,2025-06-13T20:49:39Z,116,merged_after_rework,8,3137658330,541735786,low,https://api.github.com/repos/lukasoppermann/style-dictionary-utils,8,9,198,closed,10,feat,feat: Support updated $duration object format,2,2,Copilot,198982749
1480,20260510,Copilot,Copilot,4,"This PR addresses an accessibility issue where delete buttons in the ""Saved Connections"" section only appear on mouse hover, not on keyboard focus. This prevents keyboard users from accessing the delete functionality, violating WCAG 2.1.1 keyboard accessibility guidelines.


https://github.com/user-attachments/assets/4e6d7124-83d2-4bc3-984d-c0dd66853000

## Problem
When navigating the connection dialog using keyboard navigation (Tab key), users could focus on connection cards but the delete buttons remained invisible. The buttons only became visible on mouse hover, making them inaccessible to keyboard-only users.

## Solution
Added the `:focus-within` CSS pseudo-class to the `connectionContainer` style alongside the existing `:hover` rule. This ensures that when a connection card or any of its child elements receive keyboard focus, the delete button becomes visible.

```tsx
// Before: Only visible on hover
"":hover"": {
    [`& .${buttonContainer}`]: {
        visibility: ""visible"",
    },
},

// After: Visible on both hover and keyboard focus
"":hover"": {
    [`& .${buttonContainer}`]: {
        visibility: ""visible"",
    },
},
"":focus-within"": {
    [`& .${buttonContainer}`]: {
        visibility: ""visible"",
    },
},
```

## Impact
- ✅ Keyboard users can now see and access delete buttons when navigating with Tab
- ✅ Maintains existing mouse hover behavior
- ✅ Follows accessibility best practices for equal access
- ✅ Minimal code change with no breaking changes

Fixes #18658.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `update.code.visualstudio.com`
>   - Triggering command: `/usr/local/bin/node ./out/test/unit/runTest.js ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>


<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",5,5,0,0,medium,0,2025-06-25T17:47:48Z,0,7,2025-06-11T22:04:07Z,middle,2025-06-24 21:17:20+00:00,2025-06-24 21:17:20+00:00,514,microsoft/vscode-mssql,https://github.com/microsoft/vscode-mssql/pull/19579,4,4,0,4,3138223553,TypeScript,true,2025-06-25T17:47:48Z,19579,merged_after_rework,9,3138223553,61973853,medium,https://api.github.com/repos/microsoft/vscode-mssql,0,4,1718,closed,10,fix,Fix keyboard focus visibility for delete buttons in Saved Connections,2,3,Copilot,198982749
1503,20260510,Copilot,Copilot,1,"Thanks for asking me to work on this. I will get started on it and keep this PR's description up to date as I form a plan and make progress.

Original description:

> The Aspire CLI currently implements 'aspire config' as a command with subcommands for 'set', 'list', 'get', and 'delete'. This should be refactored so that only 'aspire config' exists as a command, and the operations 'set', 'list', 'get', and 'delete' are handled as verbs (the first argument to 'config') rather than as subcommands. For maintainability, ensure that the implementation for each operation (set, get, list, delete) is in a separate method. Update command registration, parsing, and documentation/comments as needed. Add or update tests to cover the new invocation style and verify backwards-incompatible subcommand removal. Do not change any files under '*/api/*.cs'. Follow repo conventions and .editorconfig formatting.



<!-- START COPILOT CODING AGENT TIPS -->---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",3,2,1,1,medium,0,2025-06-16T06:24:52Z,1,4,2025-06-12T08:02:52Z,middle,2025-06-16 04:29:50+00:00,2025-06-16 04:29:50+00:00,659,dotnet/aspire,https://github.com/dotnet/aspire/pull/9849,4,4,0,1,3139271869,C#,true,2025-06-16T06:24:52Z,9849,merged_after_rework,6,3139271869,696529789,high,https://api.github.com/repos/dotnet/aspire,1,2,4723,closed,9,refactor,Consolidate Aspire CLI config subcommands into single command with verb argument,1,2,Copilot,198982749
1536,20260510,Copilot,Copilot,1,"This PR adds a `copilot-setup-steps.yml` workflow file to customize the development environment for GitHub Copilot Coding Agent, preventing it from trying to modify the .NET SDK version in future PRs.

## Problem

Copilot Coding Agent has been consistently trying to change the .NET SDK version in PRs from the repository's specified version (8.0.410 in `global.json`) to match the version installed in the Copilot environment (8.0.116). This requires manual intervention to revert these unwanted changes in each PR.

## Solution

Added `.github/copilot-setup-steps.yml` that explicitly instructs Copilot how to set up the development environment to match the repository's requirements. The workflow includes the essential steps:

- **Setup .NET**: Uses `actions/setup-dotnet@v2` with `global-json-file: global.json` to ensure the correct SDK version (8.0.410)
- **Restore dependencies**: `dotnet restore src/OctoshiftCLI.sln`
- **Format code**: `dotnet format src/OctoshiftCLI.sln --verify-no-changes`
- **Build**: `dotnet build src/OctoshiftCLI.sln --no-restore`

## Expected Outcome

With this configuration, Copilot will use the repository's specified .NET SDK version from `global.json` instead of trying to modify the project to match its environment. This eliminates the need for manual intervention in PRs to revert SDK version changes.

## Verification

✅ Tested that setup steps work correctly with .NET SDK 8.0.410  
✅ Verified all builds pass: restore, format, build, and tests (888 tests passing)  
✅ Confirmed no unwanted changes to existing files  
✅ Minimal change: only 1 new file added  

Fixes #1358.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",5,1,4,4,medium,0,2025-06-20T14:23:01Z,8,6,2025-06-12T20:23:45Z,middle,2025-06-20 14:14:56+00:00,2025-06-12 20:56:21+00:00,115,github/gh-gei,https://github.com/github/gh-gei/pull/1359,5,1,4,5,3141472779,C#,true,2025-06-20T14:23:01Z,1359,merged_after_rework,2,3141472779,416855086,low,https://api.github.com/repos/github/gh-gei,8,9,371,closed,9,feat,Add copilot-setup-steps.yml to customize development environment for Copilot Coding Agent,1,3,Copilot,198982749
1540,20260510,Copilot,Copilot,2,"This PR updates Microsoft.Extensions.Azure from versions 1.7.1/1.7.5 to 1.12.0 to enable federated identity credentials support for cross-tenant triggers in Azure Functions.

Fixes #11113.

## Changes Made

- **Microsoft.Extensions.Azure**: Updated from 1.7.1/1.7.5 → **1.12.0** in 3 project files
- **Azure.Core**: Updated from 1.45.0 → **1.47.1** (required dependency)
- **Azure.Identity**: Updated from 1.11.4 → **1.14.2** (required dependency)
- **Microsoft.Bcl.AsyncInterfaces**: Updated from 6.0.0 → 8.0.0 (major version change brought in by Azure.Core 1.46.2)
- Other transitive dependencies updated to newer minor versions.
- OTel tests were reflecting over private members which changed in the new version of Azure.Identity, so the tests were updated to use the new member set. We should consider a different approach if possible.

## Why These Updates Are Needed

The Azure SDK team updated Microsoft.Extensions.Azure to version 1.12.0, which includes federated identity credentials support ([changelog reference](https://github.com/Azure/azure-sdk-for-net/blob/3de9800044f5402e973c5e1c0ff3a81881a87a5e/sdk/extensions/Microsoft.Extensions.Azure/CHANGELOG.md#1120-2025-06-12)). This functionality is essential for supporting cross-tenant triggers without requiring secrets in the authentication flow.

The Azure.Core and Azure.Identity updates were necessary because Microsoft.Extensions.Azure 1.12.0 requires:
- Azure.Core ≥ 1.46.2 
- Azure.Identity ≥ 1.13.1

## Compatibility

- All existing Azure storage packages (Azure.Data.Tables 12.8.3, Azure.Storage.Blobs 12.19.1) remain compatible
- No code changes required - existing APIs (`AzureComponentFactory`, `AzureEventSourceLogForwarder`, `AddAzureClientsCore()`) are stable
- Package versions verified as available on NuGet.org

## Files Modified

- `src/WebJobs.Script/WebJobs.Script.csproj`
- `src/WebJobs.Script.WebHost/WebJobs.Script.WebHost.csproj`
- `test/DotNetIsolatedUnsupportedWorker/DotNetIsolatedUnsupportedWorker.csproj` 
- `test/DotNetIsolated60/DotNetIsolated60.csproj`
- `test/WebJobs.Script.Tests/Diagnostics/OpenTelemetry/OpenTelemetryConfigurationExtensionsTests.cs`
- `test/WebJobs.Script.Tests/Microsoft.Azure.WebJobs.Script.WebHost.deps.json`


> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `azfunc.pkgs.visualstudio.com`
>   - Triggering command: `dotnet build --no-restore ` (dns block)
>   - Triggering command: `dotnet restore ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>


<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",10,10,0,0,high,0,2025-07-24T22:46:26Z,3,9,2025-06-12T23:43:22Z,middle,2025-07-24 21:53:27+00:00,2025-06-13 22:01:05+00:00,464,Azure/azure-functions-host,https://github.com/Azure/azure-functions-host/pull/11115,18,13,5,5,3141802223,C#,true,2025-07-24T22:46:26Z,11115,merged_after_rework,23,3141802223,42548553,medium,https://api.github.com/repos/Azure/azure-functions-host,5,5,1973,closed,9,feat,Update Microsoft.Extensions.Azure to 1.12.0,2,4,Copilot,198982749
1545,20260510,Copilot,Copilot,5,"This PR fixes an accessibility issue where the password visibility toggle button in the ""Connect to SQL Server"" dialog lacks proper labeling for screen readers, violating WCAG 4.1.2 (Name Role Value) guidelines.

## Changes Made

**Added localization constants:**
- Added `showPassword` and `hidePassword` localized strings to `locConstants.ts`

**Enhanced button accessibility:**
- Added `aria-label` attribute that dynamically displays ""Show password"" or ""Hide password"" based on current state
- Added `title` attribute for tooltip accessibility
- Both attributes use localized strings for proper internationalization

## Before/After

**Before:** The eye icon button had no accessible name, making it impossible for screen readers to identify its purpose.

**After:** Screen readers will now announce:
- ""Show password"" when the password is currently hidden
- ""Hide password"" when the password is currently visible

## Testing

- ✅ Extension builds successfully without errors
- ✅ Code passes linting and TypeScript compilation
- ✅ Localization strings properly integrated into build pipeline
- ✅ No breaking changes to existing functionality

## Files Modified

- `src/reactviews/common/locConstants.ts` - Added accessibility label constants
- `src/reactviews/common/forms/form.component.tsx` - Enhanced button with accessibility attributes

Fixes #18655.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `update.code.visualstudio.com`
>   - Triggering command: `/usr/local/bin/node ./out/test/unit/runTest.js ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>


<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",2,2,0,0,low,0,2025-06-25T17:49:20Z,0,4,2025-06-13T00:46:09Z,middle,2025-06-24 22:02:55+00:00,2025-06-24 22:02:55+00:00,514,microsoft/vscode-mssql,https://github.com/microsoft/vscode-mssql/pull/19596,2,2,0,5,3141911282,TypeScript,true,2025-06-25T17:49:20Z,19596,merged_after_rework,4,3141911282,61973853,medium,https://api.github.com/repos/microsoft/vscode-mssql,0,5,1718,closed,9,fix,Add accessibility labels to password field hide/show button,2,4,Copilot,198982749
1558,20260510,Copilot,Copilot,2,"This PR adds three new predicate-based overloads to the `Assert.ContainsSingle` method as requested:

- `public static T ContainsSingle<T>(Func<T, bool> predicate, IEnumerable<T> collection)`
- `public static T ContainsSingle<T>(Func<T, bool> predicate, IEnumerable<T> collection, string? message)`
- `public static T ContainsSingle<T>(Func<T, bool> predicate, IEnumerable<T> collection, [StringSyntax(StringSyntaxAttribute.CompositeFormat)] string? message, params object?[]? parameters)`

## Implementation Details

The new overloads follow the established patterns in the codebase:
- Use `collection.Where(predicate).ToList()` to find matching elements
- Validate exactly one element matches the predicate
- Return the matching element or throw `AssertFailedException` with appropriate error messages
- Support custom message formatting with parameters

## Usage Examples

```csharp
var numbers = new[] { 1, 2, 3, 4, 5 };

// Find single even number
int even = Assert.ContainsSingle(x => x % 2 == 0 && x > 3, numbers); // Returns 4

// With custom message
var users = new[] { new User(""Alice"", 25), new User(""Bob"", 30) };
User adult = Assert.ContainsSingle(u => u.Age >= 30, users, ""Expected exactly one adult user"");

// With formatted message
Assert.ContainsSingle(x => x.IsActive, items, ""Expected {0} active items, found {1}"", 1, items.Count(x => x.IsActive));
```

## Testing

Added comprehensive test coverage for all scenarios:
- ✅ One matching element (success cases)
- ✅ No matching elements (throws with count 0)
- ✅ Multiple matching elements (throws with actual count)
- ✅ Custom message formatting
- ✅ Complex objects and null values

Fixes #5766.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `c78vsblobprodcus322.vsblob.vsassets.io`
>   - Triggering command: `/home/REDACTED/work/testfx/testfx/.dotnet/dotnet msbuild /m /nologo /clp:Summary /v:minimal /nr:true /warnaserror /p:TreatWarningsAsErrors=true /p:ContinuousIntegrationBuild=false /home/REDACTED/work/testfx/testfx/artifacts/toolset/restore.proj /t:__WriteToolsetLocation /clp:ErrorsOnly;NoSummary /p:__ToolsetLocationOutputFile=/home/REDACTED/work/testfx/testfx/artifacts/toolset/10.0.0-beta.25312.3.txt ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>


<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",2,1,1,1,medium,0,2025-06-13T15:32:24Z,5,4,2025-06-13T09:30:56Z,middle,2025-06-13 10:06:57+00:00,2025-06-13 10:02:01+00:00,280,microsoft/testfx,https://github.com/microsoft/testfx/pull/5767,7,1,6,6,3142914272,C#,true,2025-06-13T15:32:24Z,5767,merged_after_rework,2,3142914272,65080725,medium,https://api.github.com/repos/microsoft/testfx,7,7,908,closed,9,feat,Add predicate-based overloads for Assert.ContainsSingle API,2,3,Copilot,198982749
1611,20260510,Copilot,Copilot,1,"This PR creates comprehensive GitHub Copilot instructions to enhance code assistance by documenting the application structure and key components of the Azure DevOps Migration Tools.

## 📄 What's Added

Created `.github/copilot-instructions.md` with detailed documentation of all executable assemblies and their architecture patterns.

## 🎯 Executable Assemblies Documented

### 1. MigrationTools.ConsoleCore
- **Purpose:** Modern .NET 8.0 REST API-based migration tool (cross-platform)
- **Assembly:** `devopsmigration`
- **Pattern:** `MigrationToolHost.CreateDefaultBuilder()` → `RunConsoleAsync()`
- **Focus:** Lightweight, REST-only migrations

### 2. MigrationTools.ConsoleFull  
- **Purpose:** Full-featured .NET Framework 4.7.2 migration tool (Windows-specific)
- **Assembly:** `devopsmigration` 
- **Pattern:** Dynamic assembly loading → `MigrationToolHost.CreateDefaultBuilder()` → `RunConsoleAsync()`
- **Focus:** Complete TFS Object Model + REST API support

### 3. MigrationTools.ConsoleDataGenerator
- **Purpose:** Documentation generation utility using reflection
- **Pattern:** Standard `Main()` with assembly discovery and type reflection
- **Focus:** Auto-generates YAML/Markdown documentation

### 4. MigrationTools.Telemetery
- **Purpose:** Azure Functions v4 telemetry collection service
- **Pattern:** `HostBuilder().ConfigureFunctionsWebApplication()` → `host.Run()`
- **Focus:** Application Insights integration and monitoring

## 🏗️ Additional Context Provided

- **MigrationToolHost** common infrastructure patterns
- **V1 vs V2 Architecture** guidance (legacy TFS Object Model vs modern REST patterns)
- **CLI Commands:** `execute`, `init`, `upgrade`, `builder`
- **Configuration Templates:** Basic, Full, WorkItemTracking, Fullv2, WorkItemTrackingv2
- **Copilot-specific notes** for each component to improve code suggestions

## 🎁 Benefits for Copilot

The documentation enables GitHub Copilot to:
- Understand the dual-runtime architecture (.NET 8.0 vs .NET Framework 4.7.2)
- Distinguish between REST API and TFS Object Model patterns
- Provide context-aware suggestions based on the specific executable being worked on
- Recommend appropriate patterns for v1 (legacy) vs v2 (modern) architectures

Fixes #2741.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",4,4,0,0,low,0,2025-06-16T09:03:18Z,0,4,2025-06-15T11:54:11Z,middle,2025-06-16 08:54:39+00:00,2025-06-16 08:54:39+00:00,362,nkdAgility/azure-devops-migration-tools,https://github.com/nkdAgility/azure-devops-migration-tools/pull/2742,2,2,0,1,3147419646,C#,true,2025-06-16T09:03:18Z,2742,merged_after_rework,6,3147419646,56319070,medium,https://api.github.com/repos/nkdAgility/azure-devops-migration-tools,0,1,554,closed,10,docs,🧠 Generate Copilot Agent Instructions for Azure DevOps Migration Tools,1,1,Copilot,198982749
1615,20260510,Copilot,Copilot,1,"This PR upgrades Docusaurus dependencies from version 3.7.0 to 3.8.1 (latest stable) to improve performance, security, and provide access to the latest features and bug fixes.

## Changes Made

### 📦 Dependencies Updated
- `@docusaurus/core`: 3.7.0 → 3.8.1
- `@docusaurus/plugin-content-blog`: 3.7.0 → 3.8.1  
- `@docusaurus/plugin-google-gtag`: 3.7.0 → 3.8.1
- `@docusaurus/preset-classic`: 3.7.0 → 3.8.1
- `@docusaurus/theme-common`: 3.7.0 → 3.8.1
- `@docusaurus/faster`: 3.7.0 → 3.8.1
- `@docusaurus/types`: 3.7.0 → 3.8.1

### 🔧 Configuration Changes
Added required `future.v4.removeLegacyPostBuildHeadAttribute: true` flag to `docusaurus.config.js`:

```javascript
future: {
    experimental_faster: true,
    v4: {
        removeLegacyPostBuildHeadAttribute: true,
    },
},
```

This flag is required when using the `experimental_faster` feature in Docusaurus 3.8.x and prepares the site for Docusaurus v4 compatibility.

## Testing

✅ **Development server** - Starts and runs successfully  
✅ **Production build** - Initiates without configuration errors  
✅ **CLI commands** - All Docusaurus commands functional  
✅ **Site functionality** - No breaking changes to existing features  

## Migration Notes

The upgrade from 3.7.0 to 3.8.1 was largely non-breaking. The only configuration change required was adding the v4 future flag. No changes were needed to:
- Sidebar configuration
- Plugin configurations  
- Custom components
- Content structure
- Build scripts

This upgrade provides improved performance and bug fixes while maintaining full backward compatibility with the existing documentation site.

## Breaking Changes Addressed

- **Future flag requirement**: Docusaurus 3.8.x requires the `v4.removeLegacyPostBuildHeadAttribute` flag when using `experimental_faster`
- **Lockfile updates**: Updated `pnpm-lock.yaml` to reflect new dependency versions

The upgrade is ready for production deployment with no additional migration steps required.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",4,4,0,0,high,1,2025-06-16T08:06:10Z,0,12,2025-06-15T13:00:43Z,middle,2025-06-15 19:21:30+00:00,2025-06-15 17:57:09+00:00,1251,remotion-dev/remotion,https://github.com/remotion-dev/remotion/pull/5375,3,3,0,2,3147503921,TypeScript,true,2025-06-16T08:06:10Z,5375,merged_after_rework,7,3147503921,274495425,high,https://api.github.com/repos/remotion-dev/remotion,0,2,23319,closed,10,docs,docs: Upgrade Docusaurus from 3.7.0 to 3.8.1,2,1,Copilot,198982749
